5.160496948347903526e+03 0.000000000000000000e+00
5.160522750961657948e+03 1.000000000000000000e+00
5.160905779743901803e+03 1.000000000000000000e+00
5.160931584272800137e+03 0.000000000000000000e+00
5.161699985327242757e+03 0.000000000000000000e+00
5.161725793956212328e+03 1.000000000000000000e+00
5.161983263543695102e+03 1.000000000000000000e+00
5.162009073460012587e+03 0.000000000000000000e+00
5.162772419470452405e+03 0.000000000000000000e+00
5.162798233461619930e+03 1.000000000000000000e+00
5.163055756542947165e+03 1.000000000000000000e+00
5.163081571821729995e+03 0.000000000000000000e+00
5.163195042371476120e+03 0.000000000000000000e+00
5.163220858475768182e+03 1.000000000000000000e+00
5.163478402637851104e+03 1.000000000000000000e+00
5.163504220029863973e+03 0.000000000000000000e+00
5.165714297318470926e+03 0.000000000000000000e+00
5.165740126019100899e+03 1.000000000000000000e+00
5.165997795843569293e+03 1.000000000000000000e+00
5.166023625832548532e+03 0.000000000000000000e+00
5.166253874675886436e+03 0.000000000000000000e+00
5.166279706074416936e+03 1.000000000000000000e+00
5.166537402813421977e+03 1.000000000000000000e+00
5.166563235500436349e+03 0.000000000000000000e+00
5.166767653973124652e+03 0.000000000000000000e+00
5.166793487940564773e+03 1.000000000000000000e+00
5.167051210307278780e+03 1.000000000000000000e+00
5.167077045563330103e+03 0.000000000000000000e+00
5.167669887687675327e+03 0.000000000000000000e+00
5.167695726166306486e+03 1.000000000000000000e+00
5.167953493537135728e+03 1.000000000000000000e+00
5.167979333304603642e+03 0.000000000000000000e+00
5.168350134320206053e+03 0.000000000000000000e+00
5.168375976200087280e+03 1.000000000000000000e+00
5.168633777502144767e+03 1.000000000000000000e+00
5.168659620671031917e+03 0.000000000000000000e+00
5.175431099026247466e+03 0.000000000000000000e+00
5.175456976311129438e+03 1.000000000000000000e+00
5.175925878007933534e+03 1.000000000000000000e+00
5.175951757637323681e+03 0.000000000000000000e+00
5.176202695417031464e+03 0.000000000000000000e+00
5.176228576559914472e+03 1.000000000000000000e+00
5.176486769553793238e+03 1.000000000000000000e+00
5.176512651987641220e+03 0.000000000000000000e+00
5.178060627068791291e+03 0.000000000000000000e+00
5.178086517501378694e+03 1.000000000000000000e+00
5.178344803170324667e+03 1.000000000000000000e+00
5.178370694894340886e+03 0.000000000000000000e+00
5.178706647894581693e+03 0.000000000000000000e+00
5.178732541557289551e+03 1.000000000000000000e+00
5.179013891729592615e+03 1.000000000000000000e+00
5.179039786799051399e+03 0.000000000000000000e+00
5.180083508469919252e+03 0.000000000000000000e+00
5.180109409016964491e+03 1.000000000000000000e+00
5.180367795588799709e+03 1.000000000000000000e+00
5.180393697427777624e+03 0.000000000000000000e+00
5.181155000453377397e+03 0.000000000000000000e+00
5.181180906357909407e+03 1.000000000000000000e+00
5.181439346376593676e+03 1.000000000000000000e+00
5.181465253573325754e+03 0.000000000000000000e+00
5.182333285811333553e+03 0.000000000000000000e+00
5.182359197607321221e+03 1.000000000000000000e+00
5.182617696399790475e+03 1.000000000000000000e+00
5.182643609488272887e+03 0.000000000000000000e+00
5.183369287488707414e+03 0.000000000000000000e+00
5.183395204464729431e+03 1.000000000000000000e+00
5.183653754933763594e+03 1.000000000000000000e+00
5.183679673202538652e+03 0.000000000000000000e+00
5.184555514638635941e+03 0.000000000000000000e+00
5.184581437545823974e+03 1.000000000000000000e+00
5.184840047184784453e+03 1.000000000000000000e+00
5.184865971385020202e+03 0.000000000000000000e+00
5.188394544704208784e+03 0.000000000000000000e+00
5.188420486806642657e+03 1.000000000000000000e+00
5.188679287939392452e+03 1.000000000000000000e+00
